관리번호	개인번호	성명	참여역할	신분	소속(단과대)	소속(학과)	저널명	논문제목	출판국	ISBN or ISSN*	게재년도	게재월	권	호	상태값	저널구분	SCI 구분	시작페이지	종료페이지	SCI 인용횟수	SCOPUS 인용횟수	KCI 인용횟수	SCI ID	SCOPUS ID	FWCI	KCI ID	초록	DOI	최초등록일자	최종수정일자	제1저자	전체저자(최대 1000명)	저자수	실적구분	IF(출판년 ed.)	SJR(출판년 ed.)	IF(평균 등급)	원문등록여부	문서형식
120829	2362	김형준	공동저자	전임		문술미래전략대학원	WILEY INTERDISCIPLINARY REVIEWS-WATER	Recent progresses in incorporating human land-water management into global land surface models toward their integration into Earth system models	미국	2049-1948	2016	07	3	4	검증완료	국제전문학술지(SCI급)	SCIE	548	574	94	95		000382874800006	2-s2.0-85010783001	2.27		"The global water cycle has been profoundly affected by human land-water management. As the changes in the water cycle on land can affect the functioning of a wide range of biophysical and biogeochemical processes of the Earth system, it is essential to represent human land-water management in Earth system models (ESMs). During the recent past, noteworthy progress has been made in large-scale modeling of human impacts on the water cycle but sufficient advancements have not yet been made in integrating the newly developed schemes into ESMs. This study reviews the progresses made in incorporating human factors in large-scale hydrological models and their integration into ESMs. The study focuses primarily on the recent advancements and existing challenges in incorporating human impacts in global land surface models (LSMs) as a way forward to the development of ESMs with humans as integral components, but a brief review of global hydrological models (GHMs) is also provided. The study begins with the general overview of human impacts on the water cycle. Then, the algorithms currently employed to represent irrigation, reservoir operation, and groundwater pumping are discussed. Next, methodological deficiencies in current modeling approaches and existing challenges are identified. Furthermore, light is shed on the sources of uncertainties associated with model parameterizations, grid resolution, and datasets used for forcing and validation. Finally, representing human land-water management in LSMs is highlighted as an important research direction toward developing integrated models using ESM frameworks for the holistic study of human-water interactions within the Earths system. (C) 2016 Wiley Periodicals, Inc."	https://doi.org/10.1002/wat2.1150	2021-07-13	2021-07-14	"Pokhrel, YN"	"Pokhrel, YN[Pokhrel, Yadu N.]; Hanasaki, N[Hanasaki, Naota]; Wada, Y[Wada, Yoshihide]; Kim, H[Kim, Hyungjun]"	4	타기관				Y	Review
120825	2362	김형준	공동저자	전임		문술미래전략대학원	HYDROLOGY AND EARTH SYSTEM SCIENCES	Variations of global and continental water balance components as impacted by climate forcing uncertainty and human water use	독일	1027-5606	2016		20	7	검증완료	국제전문학술지(SCI급)	SCIE	2877	2898	132	135		000381101700005	2-s2.0-84978865125	4.74		"When assessing global water resources with hydrological models, it is essential to know about methodological uncertainties. The values of simulated water balance components may vary due to different spatial and temporal aggregations, reference periods, and applied climate forcings, as well as due to the consideration of human water use, or the lack thereof. We analyzed these variations over the period 1901-2010 by forcing the global hydrological model WaterGAP 2.2 (ISIMIP2a) with five state-of-the-art climate data sets, including a homogenized version of the concatenated WFD/WFDEI data set. Absolute values and temporal variations of global water balance components are strongly affected by the uncertainty in the climate forcing, and no temporal trends of the global water balance components are detected for the four homogeneous climate forcings considered (except for human water abstractions). The calibration of WaterGAP against observed long-term average river discharge Q significantly reduces the impact of climate forcing uncertainty on estimated Q and renewable water resources. For the homogeneous forcings, Q of the calibrated and non-calibrated regions of the globe varies by 1.6 and 18.5 %, respectively, for 1971-2000. On the continental scale, most differences for long-term average precipitation P and Q estimates occur in Africa and, due to snow undercatch of rain gauges, also in the data-rich continents Europe and North America. Variations of Q at the grid-cell scale are large, except in a few grid cells upstream and downstream of calibration stations, with an average variation of 37 and 74% among the four homogeneous forcings in calibrated and non-calibrated regions, respectively. Considering only the forcings GSWP3 and WFDEI_hom, i.e., excluding the forcing without undercatch correction (PGFv2.1) and the one with a much lower shortwave downward radiation SWD than the others (WFD), Q variations are reduced to 16 and 31% in calibrated and non-calibrated regions, respectively. These simulation results support the need for extended Q measurements and data sharing for better constraining global water balance assessments. Over the 20th century, the human footprint on natural water resources has become larger. For 11-18% of the global land area, the change of Q between 19411970 and 1971-2000 was driven more strongly by change of human water use including dam construction than by change in precipitation, while this was true for only 9-13% of the land area from 1911-1940 to 1941-1970."	https://doi.org/10.5194/hess-20-2877-2016	2021-07-13	2021-07-14	"Muller Schmied, H"	"Muller Schmied, H[Mueller Schmied, Hannes]; Adam, L[Adam, Linda]; Eisner, S[Eisner, Stephanie]; Fink, G[Fink, Gabriel]; Florke, M[Floerke, Martina]; Kim, H[Kim, Hyungjun]; Oki, T[Oki, Taikan]; Portmann, FT[Portmann, Felix Theodor]; Reinecke, R[Reinecke, Robert]; Riedel, C[Riedel, Claudia]; Song, Q[Song, Qi]; Zhang, J[Zhang, Jing]; Doll, P[Doell, Petra]"	13	타기관	4.437	2.216	5.00	Y	Article
120830	2362	김형준	공동저자	전임		문술미래전략대학원	GEOPHYSICAL RESEARCH LETTERS	Disruption of hydroecological equilibrium in southwest Amazon mediated by drought	미국	0094-8276	2015	09	42	18	검증완료	국제전문학술지(SCI급)	SCI	7546	7553	31	31		000363412400039	2-s2.0-84945435283	1.38		"The impacts of droughts on the Amazon ecosystem have been broadly discussed in recent years, but a comprehensive understanding of the consequences is still missing. In this study, we show evidence of a fragile hydrological equilibrium in the western Amazon. While drainage systems located near the equator and the western Amazon do not show water deficit in years with average climate conditions, this equilibrium can be broken during drought events. More importantly, we show that this effect is persistent, taking years until the normal hydrological patterns are reestablished. We show clear links between persistent changes in forest canopy structure and changes in hydrological patterns, revealing physical evidence of hydrological mechanisms that may lead to permanent changes in parts of the Amazon ecosystem. If prospects of increasing drought frequency are confirmed, a change in the current hydroecological patterns in the western Amazon could take place in less than a decade."	https://doi.org/10.1002/2015GL065252	2021-07-13	2021-07-14	"Maeda, EE"	"Maeda, EE[Maeda, Eduardo Eiji]; Kim, H[Kim, Hyungjun]; Aragao, LEOC[Aragao, Luiz E. O. C.]; Famiglietti, JS[Famiglietti, James S.]; Oki, T[Oki, Taikan]"	5	타기관	4.212	3.324	5.00	Y	Article
120812	2362	김형준	제1저자	전임		문술미래전략대학원	BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY	STATE OF THE CLIMATE IN 2014	미국	0003-0007	2015	07	96	7	검증완료	국제전문학술지(SCI급)	SCI	S1	S267	140	60		000359855100001	2-s2.0-84939813863	3.58		"Most of the dozens of essential climate variables monitored each year in this report continued to follow their long-term trends in 2014, with several setting new records. Carbon dioxide, methane, and nitrous oxide-the major greenhouse gases released into Earth's atmosphere-once again all reached record high average atmospheric concentrations for the year. Carbon dioxide increased by 1.9 ppm to reach a globally averaged value of 397.2 ppm for 2014. Altogether, 5 major and 15 minor greenhouse gases contributed 2.94 W m(-2) of direct radiative forcing, which is 36% greater than their contributions just a quarter century ago. Accompanying the record-high greenhouse gas concentrations was nominally the highest annual global surface temperature in at least 135 years of modern record keeping, according to four independent observational analyses. The warmth was distributed widely around the globe's land areas, Europe observed its warmest year on record by a large margin, with close to two dozen countries breaking their previous national temperature records; many countries in Asia had annual temperatures among their 10 warmest on record; Africa reported above-average temperatures across most of the continent throughout 2014; Australia saw its third warmest year on record, following record heat there in 2013; Mexico had its warmest year on record; and Argentina and Uruguay each had their second warmest year on record. Eastern North America was the only major region to observe a below-average annual temperature. But it was the oceans that drove the record global surface temperature in 2014. Although 2014 was largely ENSO-neutral, the globally averaged sea surface temperature (SST) was the highest on record. The warmth was particularly notable in the North Pacific Ocean where SST anomalies signaled a transition from a negative to positive phase of the Pacific decadal oscillation. In the winter of 2013/14, unusually warm water in the northeast Pacific was associated with elevated ocean heat content anomalies and elevated sea level in the region. Globally, upper ocean heat content was record high for the year, reflecting the continued increase of thermal energy in the oceans, which absorb over 90% of Earth's excess heat from greenhouse gas forcing. Owing to both ocean warming and land ice melt contributions, global mean sea level in 2014 was also record high and 67 mm greater than the 1993 annual mean, when satellite altimetry measurements began. Sea surface salinity trends over the past decade indicate that salty regions grew saltier while fresh regions became fresher, suggestive of an increased hydrological cycle over the ocean expected with global warming. As in previous years, these patterns are reflected in 2014 subsurface salinity anomalies as well. With a now decade-long trans-basin instrument array along 26 degrees N, the Atlantic meridional overturning circulation shows a decrease in transport of -4.2 +/- 2.5 Sv decade(-1). Precipitation was quite variable across the globe. On balance, precipitation over the world's oceans was above average, while below average across land surfaces. Drought continued in southeastern Brazil and the western United States. Heavy rain during April-June led to devastating floods in Canada's Eastern Prairies. Above-normal summer monsoon rainfall was observed over the southern coast of West Africa, while drier conditions prevailed over the eastern Sahel. Generally, summer monsoon rainfall over eastern Africa was above normal, except in parts of western South Sudan and Ethiopia. The south Asian summer monsoon in India was below normal, with June record dry. Across the major tropical cyclone basins, 91 named storms were observed during 2014, above the 1981-2010 global average of 82. The Eastern/Central Pacific and South Indian Ocean basins experienced significantly above-normal activity in 2014; all other basins were either at or below normal. The 22 named storms in the Eastern/Central Pacific was the basin's most since 1992. Similar to 2013, the North Atlantic season was quieter than most years of the last two decades with respect to the number of storms, despite the absence of El Nino conditions during both years. In higher latitudes and at higher elevations, increased warming continued to be visible in the decline of glacier mass balance, increasing permafrost temperatures, and a deeper thawing layer in seasonally frozen soil. In the Arctic, the 2014 temperature over land areas was the fourth highest in the 115-year period of record and snow melt occurred 20-30 days earlier than the 1998-2010 average. The Greenland Ice Sheet experienced extensive melting in summer 2014. The extent of melting was above the 1981-2010 average for 90% of the melt season, contributing to the second lowest average summer albedo over Greenland since observations began in 2000 and a record-low albedo across the ice sheet for August. On the North Slope of Alaska, new record high temperatures at 20-m depth were measured at four of five permafrost observatories. In September, Arctic minimum sea ice extent was the sixth lowest since satellite records began in 1979. The eight lowest sea ice extents during this period have occurred in the last eight years. Conversely, in the Antarctic, sea ice extent countered its declining trend and set several new records in 2014, including record high monthly mean sea ice extent each month from April to November. On 20 September, a record large daily Antarctic sea ice extent of 20.14 x 106 km(2) occurred. The 2014 Antarctic stratospheric ozone hole was 20.9 million km2 when averaged from 7 September to 13 October, the sixth smallest on record and continuing a decrease, albeit statistically insignificant, in area since 1998."	https://doi.org/10.1175/2015BAMSStateoftheClimate.1	2021-07-13	2023-01-06	"Arndt, DS"	"Arndt, DS[Arndt, D. S.]; Kim, H[Kim, Hyungjun]"	2	타기관	7.929	7.246	5.00	N	Article
120799	2362	김형준	공동저자	전임		문술미래전략대학원	WEATHER AND FORECASTING	The Diurnal Cycle of Precipitation in Regional Spectral Model Simulations over West Africa: Sensitivities to Resolution and Cumulus Schemes	미국	0882-8156	2015	04	30	2	검증완료	국제전문학술지(SCI급)	SCI	424	445	22	22		000353103600011	2-s2.0-84980417207	0.68		"As a basic form of climate patterns, the diurnal cycle of precipitation (DCP) can provide a key test bed for model reliability and development. In this study, the DCP over West Africa was simulated by the National Centers for Environmental Prediction (NCEP) Regional Spectral Model (RSM) during the monsoon season (April-September) of 2005. Three convective parameterization schemes (CPSs), single-layer simplified Arakawa-Schubert (SAS), multilayer relaxed Arakawa-Schubert (RAS), and new Kain-Fritsch (KF2), were evaluated at two horizontal resolutions (20 and 10 km). The Benin mesoscale site was singled out for additional investigation of resolution effects. Harmonic analysis was used to characterize the phase and amplitude of the DCP. Compared to satellite observations, the overall spatial distributions of amplitude were well captured at regional scales. The RSM properly reproduced the observed late afternoon peak over land and the early morning peak over ocean. Nevertheless, the peak time was early. Sensitivity experiments of CPSs showed similar spatial patterns of rainfall totals among the schemes; CPSs mainly affected the amplitude of the diurnal cycle, while the phase was not significantly shifted. There is no clear optimal pairing of resolution and CPS. However, it is found that the sensitivity of DCP to CPSs and resolution varies with the partitioning between convective and stratiform, which implies that appropriate partitioning needs to be considered for future development of CPSs in global or regional climate models."	https://doi.org/10.1175/WAF-D-14-00013.1	2021-07-13	2021-07-14	"He, XG"	"He, XG[He, Xiaogang]; Kim, H[Kim, Hyungjun]; Kirstetter, PE[Kirstetter, Pierre-Emmanuel]; Yoshimura, K[Yoshimura, Kei]; Chang, EC[Chang, Eun-Chul]; Ferguson, CR[Ferguson, Craig R.]; Erlingis, JM[Erlingis, Jessica M.]; Hong, Y[Hong, Yang]; Oki, T[Oki, Taikan]"	9	타기관	1.972	1.77	3.00	Y	Article
120846	2362	김형준	공동저자	전임		문술미래전략대학원	HYDROLOGICAL RESEARCH LETTERS	Development of a web application for examining climate data of global lake basins: CGLB	일본	1882-3483	2015		9	4	검증완료	국제전문학술지(SCI급)	SCOPUS	125	132		4			2-s2.0-85042573599	0.00		"A newly developed web application, Climates of Global Lake Basins (CGLB), combines existing datasets and interactively displays geographical, hydrological, and climatological information for hundreds of lakes around the world. CGLB also provides photographs containing vegetation information as well as quasi-real time monitoring of lake water levels. CGLB can interactively create and animate time series of climatological data in a one-dimensional or two-dimensional (geographical) form. These functions are useful for education, expedition planning, and scientific research. As an example of the application's use, links between water levels in Kenya's Lake Turkana and sea surface temperature (SST) and regional precipitation were tested by time-lag correlation analysis. Precipitation showed no significant correlation with the lake water level for time lags of 0, 1, and 2 months. This suggests that variation in land-surface hydrological processes are key to the inter-annual variability in water levels in the lake. In contrast, SST in the central tropical Pacific was strongly correlated with the lake water level for all time lags. No significant correlation was found between the lake water level and SST in the Indian Ocean adjacent to Kenya, although significant correlations were found between regional precipitation and SST in the Indian Ocean."	https://doi.org/10.3178/hrl.9.125	2021-07-13	2021-07-14	"Nakaegawa, T"	"Nakaegawa, T[Nakaegawa, Tosiyuki]; Horiuchi, S[Horiuchi, Shinichiro]; Kim, H[Kim, Hyungjun]"	3	타기관				Y	Article
120847	2362	김형준	공동저자	전임		문술미래전략대학원	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES	Climatological characteristics of fronts in the western North Pacific based on surface weather charts	미국	2169-897X	2014	08	119	15	검증완료	국제전문학술지(SCI급)	SCI	9400	9418	12	14		000341197400014	2-s2.0-84906708996	0.24		"Composite front climatology in the western North Pacific is determined using a newly developed 1.0 gridded data set. Here we propose a research strategy for determining the spatiotemporal distribution of fronts using weather chart images published by the Japan Meteorological Agency, one of the major data providers in the region. A preliminarily investigation of the internal data characteristics for the period of 2000-2010 is undertaken, and the final 4 years of data are used for an analysis of front climatology to avoid the effect of any spurious trends. This enables in-depth analyses to be conducted, which have not previously been possible in the region, including the composites of cross-sectional patterns for the thermal fields and precipitation near fronts, front length seasonality, and the significance of the thermal gradient near the fronts, in addition to determining the frontal frequency and spatial distribution of frontal precipitation. Pixel-wise analysis reveals that 56% of the local precipitation maximum is located on the warm side of a cold front caused by less tilted upward motion on the warm side, with the intrusion of the upper level cold dry air into the warm side. This new data set also enables a further analysis of the occluded fronts, which are not correctly distinguished in the existing objective detection method."	https://doi.org/10.1002/2014JD021734	2021-07-13	2021-07-14	"Utsumi, N"	"Utsumi, N[Utsumi, Nobuyuki]; Kim, H[Kim, Hyungjun]; Seto, S[Seto, Shinta]; Kanae, S[Kanae, Shinjiro]; Oki, T[Oki, Taikan]"	5	타기관				Y	Article
120844	2362	김형준	제1저자	전임		문술미래전략대학원	BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY	STATE OF THE CLIMATE IN 2013	미국	0003-0007	2014	07	95	7	검증완료	국제전문학술지(SCI급)	SCI	S1	S257	168	240		000340980900001	2-s2.0-84910080574	4.86		"In 2013, the vast majority of the monitored climate variables reported here maintained trends established in recent decades. ENSO was in a neutral state during the entire year, remaining mostly on the cool side of neutral with modest impacts on regional weather patterns' around the world. This follows several years dominated by the effects of either La Nina. or El Nino events. According to several independent analyses, 2013 was again among the 10 warmest years on record at the global scale, both at the Earth's surface and through the troposphere. Some regions in the Southern Hemispherehad record or near-record high temperatures for the year. Australia observed its hottest year on record, while Argentina and New Zealand reported their second and third hottest years, respectively. In Antarctica, Amundsen-Scott South Pole Station reported its highest annual temperature since records began in 1957 At the opposite pole, the Arctic observed its seventh warmest year since record's began in the early 20th century. At 20-m depth, record high temperatures were measured at some permafrost stations on the North Slope Of Alaska and in the Brooks Range. In the Northern Hemisphere extratropics, anomalous meridional atmospheric circulation occurred throughout much of the year leading to marked regional extremes of both temperature and precipitation. Cold temperature anomalies during Winter across Eurasia were followed by warm Spring temperature anomalies, which, were linked to a new record Eurasian snow cover extent in the May. Minimum sea ice extent in the :Arctic was the sixth lowest since satellite Observations began in 1979. Including 2013, all seven lowest extents on record have occurred in the past seven years Antarctica, on the other hand, had above average sea ice extent throughout 2013, with 116 days Of new daily high extent records, inclding a new daily maximum sea ice area of 19.57 million km(2) reached on 1 October. ENSO-neutral conditions in the eastern central Pacific Ocean and a negative Pacific decadal oscillation pattern in the North Pacific had the largest impacts on the global sea surface temperature in 2013: The North Pacific reached a historic high temperature in 2013 and on balance the globally-averaged sea surface temperature was among the 10 highest on record. Overall, the salt Content in near-surface ocean waters increased while in intermediate waters it decreased. Global mean sea level continued to rise during 2013, on pace with a trend of 3,2 mm yr(-1) over the past two decades. A portion of this trend (0.5 mm yr(-1)) has been attributed to natural variability associated with the Pacific decadal oscillation as Well as to ongoing contribution from the melting of glaciers and ice sheets and ocean warming. Global tropical cyclone frequency during 2013 was slightly above average with a total of 94 storms, although the North Atlantic Basin had its quietest hurricane season since 1994. In the Western North Pacific Basin, Super Typhoon Haiyan, the deadliest tropical Cyclone of 2013, had 1-minute sustained winds estimated to be 170 kt (OS m s(-1)) on 7 November, the highest Wind speed ever assigned to a tropical cyclone. High storm surge was also associated with Haiyan at it Made landfall over the central Philippines, an area where sea level is currently at historic highs increasing by 200 mm since 1970. In the atmosphere, carbon dioxide, methane, and nitrous oxide all Continued to increase in 2013. As in previous our years, each of these Major greenhouse gases once again reached historic high Concentrations. In the Arctic carbon dioxide and methane:, Increased at the same rate as:the global increase. These increases are likely due to export from lower latitudes rather than a consequence Of increases in Arctic sources such as thawing permafrost., At Mauna Loa, Hawaii, for the first time since measurement began in 1958, the daily average Mixing ratio Of carbon dioxide exceeded 400 ppm on 9 May."	https://doi.org/10.1175/2014BAMSStateoftheClimate.1	2021-07-13	2023-01-06	"Blunden, J"	"Blunden, J[Blunden, Jessica]; Kim, H[Kim, Hyuanjun]"	2	타기관	11.808	6.329	5.00	N	Article
120802	2362	김형준	공동저자	전임		문술미래전략대학원	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	First look at changes in flood hazard in the Inter-Sectoral Impact Model Intercomparison Project ensemble	미국	0027-8424	2014	03	111	9	검증완료	국제전문학술지(SCI급)	SCI	3257	3261	215	219		000332560300027	2-s2.0-84895794618	5.18		"Climate change due to anthropogenic greenhouse gas emissions is expected to increase the frequency and intensity of precipitation events, which is likely to affect the probability of flooding into the future. In this paper we use river flow simulations from nine global hydrology and land surface models to explore uncertainties in the potential impacts of climate change on flood hazard at global scale. As an indicator of flood hazard we looked at changes in the 30-y return level of 5-d average peak flows under representative concentration pathway RCP8.5 at the end of this century. Not everywhere does climate change result in an increase in flood hazard: decreases in the magnitude and frequency of the 30-y return level of river flow occur at roughly one-third (20-45%) of the global land grid points, particularly in areas where the hydro-graph is dominated by the snowmelt flood peak in spring. In most model experiments, however, an increase in flooding frequency was found in more than half of the grid points. The current 30-y flood peak is projected to occur in more than 1 in 5 y across 5-30% of land grid points. The large-scale patterns of change are remarkably consistent among impact models and even the driving climate models, but at local scale and in individual river basins there can be disagreement even on the sign of change, indicating large modeling uncertainty which needs to be taken into account in local adaptation studies."	https://doi.org/10.1073/pnas.1302078110	2021-07-13	2021-07-14	"Dankers, R"	"Dankers, R[Dankers, Rutger]; Arnell, NW[Arnell, Nigel W.]; Clark, DB[Clark, Douglas B.]; Falloon, PD[Falloon, Pete D.]; Fekete, BM[Fekete, Balazs M.]; Gosling, SN[Gosling, Simon N.]; Heinke, J[Heinke, Jens]; Kim, H[Kim, Hyungjun]; Masaki, Y[Masaki, Yoshimitsu]; Satoh, Y[Satoh, Yusuke]; Stacke, T[Stacke, Tobias]; Wada, Y[Wada, Yoshihide]; Wisser, D[Wisser, Dominik]"	13	타기관	9.674	6.853	5.00	Y	Article
120814	2362	김형준	공동저자	전임		문술미래전략대학원	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	"Hydrological droughts in the 21st century, hotspots and uncertainties from a global multimodel ensemble experiment"	미국	0027-8424	2014	03	111	9	검증완료	국제전문학술지(SCI급)	SCI	3262	3267	505	541		000332560300028	2-s2.0-84895812661	10.75		"Increasing concentrations of greenhouse gases in the atmosphere are expected to modify the global water cycle with significant consequences for terrestrial hydrology. We assess the impact of climate change on hydrological droughts in a multimodel experiment including seven global impact models (GIMs) driven by bias-corrected climate from five global climate models under four representative concentration pathways (RCPs). Drought severity is defined as the fraction of land under drought conditions. Results show a likely increase in the global severity of hydrological drought at the end of the 21st century, with systematically greater increases for RCPs describing stronger radiative forcings. Under RCP8.5, droughts exceeding 40% of analyzed land area are projected by nearly half of the simulations. This increase in drought severity has a strong signal-to-noise ratio at the global scale, and Southern Europe, the Middle East, the Southeast United States, Chile, and South West Australia are identified as possible hotspots for future water security issues. The uncertainty due to GIMs is greater than that from global climate models, particularly if including a GIM that accounts for the dynamic response of plants to CO2 and climate, as this model simulates little or no increase in drought frequency. Our study demonstrates that different representations of terrestrial water-cycle processes in GIMs are responsible for a much larger uncertainty in the response of hydrological drought to climate change than previously thought. When assessing the impact of climate change on hydrology, it is therefore critical to consider a diverse range of GIMs to better capture the uncertainty."	https://doi.org/10.1073/pnas.1222473110	2021-07-13	2021-07-14	"Prudhomme, C"	"Prudhomme, C[Prudhomme, Christel]; Giuntoli, I[Giuntoli, Ignazio]; Robinson, EL[Robinson, Emma L.]; Clark, DB[Clark, Douglas B.]; Arnell, NW[Arnell, Nigel W.]; Dankers, R[Dankers, Rutger]; Fekete, BM[Fekete, Balazs M.]; Franssen, W[Franssen, Wietse]; Gerten, D[Gerten, Dieter]; Gosling, SN[Gosling, Simon N.]; Hagemann, S[Hagemann, Stefan]; Hannah, DM[Hannah, David M.]; Kim, H[Kim, Hyungjun]; Masaki, Y[Masaki, Yoshimitsu]; Satoh, Y[Satoh, Yusuke]; Stacke, T[Stacke, Tobias]; Wada, Y[Wada, Yoshihide]; Wisser, D[Wisser, Dominik]"	18	타기관	9.674	6.853	5.00	Y	Article
120815	2362	김형준	공동저자	전임		문술미래전략대학원	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Multimodel assessment of water scarcity under climate change	미국	0027-8424	2014	03	111	9	검증완료	국제전문학술지(SCI급)	SCI	3245	3250	1108	1199		000332560300025	2-s2.0-84895803592	19.41		"Water scarcity severely impairs food security and economic prosperity in many countries today. Expected future population changes will, in many countries as well as globally, increase the pressure on available water resources. On the supply side, renewable water resources will be affected by projected changes in precipitation patterns, temperature, and other climate variables. Here we use a large ensemble of global hydrological models (GHMs) forced by five global climate models and the latest greenhouse-gas concentration scenarios (Representative Concentration Pathways) to synthesize the current knowledge about climate change impacts on water resources. We show that climate change is likely to exacerbate regional and global water scarcity considerably. In particular, the ensemble average projects that a global warming of 2 degrees C above present (approximately 2.7 degrees C above preindustrial) will confront an additional approximate 15% of the global population with a severe decrease in water resources and will increase the number of people living under absolute water scarcity (< 500 m(3) per capita per year) by another 40% (according to some models, more than 100%) compared with the effect of population growth alone. For some indicators of moderate impacts, the steepest increase is seen between the present day and 2 degrees C, whereas indicators of very severe impacts increase unabated beyond 2 degrees C. At the same time, the study highlights large uncertainties associated with these estimates, with both global climate models and GHMs contributing to the spread. GHM uncertainty is particularly dominant in many regions affected by declining water resources, suggesting a high potential for improved water resource projections through hydrological model development."	https://doi.org/10.1073/pnas.1222460110	2021-07-13	2021-07-14	"Schewe, J"	"Schewe, J[Schewe, Jacob]; Heinke, J[Heinke, Jens]; Gerten, D[Gerten, Dieter]; Haddeland, I[Haddeland, Ingjerd]; Arnell, NW[Arnell, Nigel W.]; Clark, DB[Clark, Douglas B.]; Dankers, R[Dankers, Rutger]; Eisner, S[Eisner, Stephanie]; Fekete, BM[Fekete, Balazs M.]; Colon-Gonzalez, FJ[Colon-Gonzalez, Felipe J.]; Gosling, SN[Gosling, Simon N.]; Kim, H[Kim, Hyungjun]; Liu, XC[Liu, Xingcai]; Masaki, Y[Masaki, Yoshimitsu]; Portmann, FT[Portmann, Felix T.]; Satoh, Y[Satoh, Yusuke]; Stacke, T[Stacke, Tobias]; Tang, QH[Tang, Qiuhong]; Wada, Y[Wada, Yoshihide]; Wisser, D[Wisser, Dominik]; Albrecht, T[Albrecht, Torsten]; Frieler, K[Frieler, Katja]; Piontek, F[Piontek, Franziska]; Warszawski, L[Warszawski, Lila]; Kabat, P[Kabat, Pavel]"	25	타기관	9.674	6.853	5.00	Y	Article
120819	2362	김형준	공동저자	전임		문술미래전략대학원	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Multisectoral climate impact hotspots in a warming world	미국	0027-8424	2014	03	111	9	검증완료	국제전문학술지(SCI급)	SCI	3233	3238	131	137		000332560300023	2-s2.0-84895808871	4.30		"The impacts of global climate change on different aspects of humanity's diverse life-support systems are complex and often difficult to predict. To facilitate policy decisions on mitigation and adaptation strategies, it is necessary to understand, quantify, and synthesize these climate-change impacts, taking into account their uncertainties. Crucial to these decisions is an understanding of how impacts in different sectors overlap, as overlapping impacts increase exposure, lead to interactions of impacts, and are likely to raise adaptation pressure. As a first step we develop herein a framework to study coinciding impacts and identify regional exposure hotspots. This framework can then be used as a starting point for regional case studies on vulnerability and multifaceted adaptation strategies. We consider impacts related to water, agriculture, ecosystems, and malaria at different levels of global warming. Multisectoral overlap starts to be seen robustly at a mean global warming of 3 degrees C above the 1980-2010 mean, with 11% of the world population subject to severe impacts in at least two of the four impact sectors at 4 degrees C. Despite these general conclusions, we find that uncertainty arising from the impact models is considerable, and larger than that from the climate models. In a low probability-high impact worst-case assessment, almost the whole inhabited world is at risk for multisectoral pressures. Hence, there is a pressing need for an increased research effort to develop a more comprehensive understanding of impacts, as well as for the development of policy measures under existing uncertainty."	https://doi.org/10.1073/pnas.1222471110	2021-07-13	2021-07-14	"Piontek, F"	"Piontek, F[Piontek, Franziska]; Muller, C[Mueller, Christoph]; Pugh, TAM[Pugh, Thomas A. M.]; Clark, DB[Clark, Douglas B.]; Deryng, D[Deryng, Delphine]; Elliott, J[Elliott, Joshua]; Gonzalez, FDC[Gonzalez, Felipe de Jesus Colon]; Florke, M[Floerke, Martina]; Folberth, C[Folberth, Christian]; Franssen, W[Franssen, Wietse]; Frieler, K[Frieler, Katja]; Friend, AD[Friend, Andrew D.]; Gosling, SN[Gosling, Simon N.]; Hemming, D[Hemming, Deborah]; Khabarov, N[Khabarov, Nikolay]; Kim, H[Kim, Hyungjun]; Lomas, MR[Lomas, Mark R.]; Masaki, Y[Masaki, Yoshimitsu]; Mengel, M[Mengel, Matthias]; Morse, A[Morse, Andrew]; Neumann, K[Neumann, Kathleen]; Nishina, K[Nishina, Kazuya]; Ostberg, S[Ostberg, Sebastian]; Pavlick, R[Pavlick, Ryan]; Ruane, AC[Ruane, Alex C.]; Schewe, J[Schewe, Jacob]; Schmid, E[Schmid, Erwin]; Stacke, T[Stacke, Tobias]; Tang, QH[Tang, Qiuhong]; Tessler, ZD[Tessler, Zachary D.]; Tompkins, AM[Tompkins, Adrian M.]; Warszawski, L[Warszawski, Lila]; Wisser, D[Wisser, Dominik]; Schellnhuber, HJ[Schellnhuber, Hans Joachim]"	34	타기관	9.674	6.853	5.00	Y	Article
